teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
MIL,NL,11,1,33,12,3,0,1,11,6,5,5,4,6,6,0,0.36363636363636365,0.45,0.5454545454545454,0.9954545454545454,1.0
MIL,NL,4,1,36,8,0,0,0,3,4,9,10,5,7,7,1,0.2222222222222222,0.3409090909090909,0.2222222222222222,0.5631313131313131,0.0
MIL,NL,1,1,30,6,1,0,1,1,2,2,5,4,2,2,0,0.2,0.25,0.3333333333333333,0.5833333333333333,0.0
MIL,NL,2,1,33,8,0,0,2,2,2,12,7,5,8,8,0,0.24242424242424243,0.3055555555555556,0.42424242424242425,0.7297979797979799,0.0
MIL,NL,4,0,32,8,6,0,0,4,4,7,6,3,5,5,0,0.25,0.32432432432432434,0.4375,0.7618243243243243,0.0
MIL,NL,5,0,40,16,4,1,0,5,3,8,9,3,3,3,3,0.4,0.4418604651162791,0.55,0.9918604651162792,1.0
MIL,NL,5,0,36,11,2,1,0,3,2,11,7,5,3,3,1,0.3055555555555556,0.358974358974359,0.4166666666666667,0.7756410256410257,0.0
MIL,NL,3,0,33,7,0,0,1,2,4,8,7,3,2,2,1,0.21212121212121213,0.2972972972972973,0.30303030303030304,0.6003276003276004,1.0
MIL,NL,3,0,30,7,1,1,0,3,1,8,2,3,1,1,2,0.23333333333333334,0.25,0.3333333333333333,0.5833333333333333,1.0
MIL,NL,10,1,36,15,2,1,2,10,3,6,6,4,6,6,0,0.4166666666666667,0.45,0.6944444444444444,1.1444444444444444,1.0
MIL,NL,6,1,32,10,2,0,1,6,6,5,10,5,5,5,0,0.3125,0.4,0.46875,0.86875,1.0
MIL,NL,3,1,36,11,2,0,1,3,4,6,10,3,7,7,0,0.3055555555555556,0.375,0.4444444444444444,0.8194444444444444,0.0
MIL,NL,3,1,36,9,4,1,1,3,1,4,7,4,5,5,0,0.25,0.2702702702702703,0.5,0.7702702702702703,0.0
MIL,NL,4,1,31,7,2,0,0,4,0,7,1,4,5,5,1,0.22580645161290322,0.21875,0.2903225806451613,0.5090725806451613,0.0
MIL,NL,1,1,29,2,0,0,1,1,2,11,7,3,6,6,1,0.06896551724137931,0.20588235294117646,0.1724137931034483,0.3782961460446248,0.0
MIL,NL,7,1,32,10,2,1,0,7,3,10,5,4,2,2,0,0.3125,0.37142857142857144,0.4375,0.8089285714285714,1.0
MIL,NL,8,1,48,15,1,0,3,7,2,9,12,7,7,7,0,0.3125,0.35294117647058826,0.5208333333333334,0.8737745098039216,1.0
MIL,NL,4,0,38,9,2,1,0,4,2,8,6,5,5,5,0,0.23684210526315788,0.275,0.34210526315789475,0.6171052631578948,0.0
MIL,NL,4,0,37,11,0,0,1,2,4,4,10,3,8,8,0,0.2972972972972973,0.36585365853658536,0.3783783783783784,0.7442320369149638,0.0
MIL,NL,1,0,32,6,0,0,0,1,1,5,5,5,6,6,0,0.1875,0.21212121212121213,0.1875,0.39962121212121215,0.0
MIL,NL,0,0,28,3,0,0,0,0,3,10,4,3,1,1,0,0.10714285714285714,0.1935483870967742,0.10714285714285714,0.3006912442396313,0.0
MIL,NL,4,0,34,7,1,0,4,4,2,8,5,4,4,4,1,0.20588235294117646,0.25,0.5882352941176471,0.8382352941176471,0.0
